#organism_name	refseq_category	assembly_level	ftp_genome
Acidovorax_sp_JS42	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/545/GCF_000015545.1_ASM1554v1/GCF_000015545.1_ASM1554v1_genomic.fna.gz
Verminephrobacter_eiseniae	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/565/GCF_000015565.1_ASM1556v1/GCF_000015565.1_ASM1556v1_genomic.fna.gz
Halorhodospira_halophila	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/585/GCF_000015585.1_ASM1558v1/GCF_000015585.1_ASM1558v1_genomic.fna.gz
Methylibium_petroleiphilum	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/725/GCF_000015725.1_ASM1572v1/GCF_000015725.1_ASM1572v1_genomic.fna.gz
Methanocorpusculum_labreanum	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/765/GCF_000015765.1_ASM1576v1/GCF_000015765.1_ASM1576v1_genomic.fna.gz
Methanoculleus_marisnigri	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/825/GCF_000015825.1_ASM1582v1/GCF_000015825.1_ASM1582v1_genomic.fna.gz
Staphylothermus_marinus	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/945/GCF_000015945.1_ASM1594v1/GCF_000015945.1_ASM1594v1_genomic.fna.gz
Shewanella_loihica	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/065/GCF_000016065.1_ASM1606v1/GCF_000016065.1_ASM1606v1_genomic.fna.gz
Desulfotomaculum_reducens	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/165/GCF_000016165.1_ASM1616v1/GCF_000016165.1_ASM1616v1_genomic.fna.gz
Rhodospirillum_centenum	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/185/GCF_000016185.1_ASM1618v1/GCF_000016185.1_ASM1618v1_genomic.fna.gz
Enterobacter_sp_638	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/325/GCF_000016325.1_ASM1632v1/GCF_000016325.1_ASM1632v1_genomic.fna.gz
Pyrobaculum_arsenaticum	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/385/GCF_000016385.1_ASM1638v1/GCF_000016385.1_ASM1638v1_genomic.fna.gz
Salinispora_tropica	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/425/GCF_000016425.1_ASM1642v1/GCF_000016425.1_ASM1642v1_genomic.fna.gz
Caldicellulosiruptor_saccharolyticus	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/545/GCF_000016545.1_ASM1654v1/GCF_000016545.1_ASM1654v1_genomic.fna.gz
Rickettsia_massiliae	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/625/GCF_000016625.1_ASM1662v1/GCF_000016625.1_ASM1662v1_genomic.fna.gz
Roseiflexus_sp_RS_1	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/665/GCF_000016665.1_ASM1666v1/GCF_000016665.1_ASM1666v1_genomic.fna.gz
Acidiphilium_cryptum	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/725/GCF_000016725.1_ASM1672v1/GCF_000016725.1_ASM1672v1_genomic.fna.gz
Geobacter_uraniireducens	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/745/GCF_000016745.1_ASM1674v1/GCF_000016745.1_ASM1674v1_genomic.fna.gz
Thermotoga_petrophila	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/785/GCF_000016785.1_ASM1678v1/GCF_000016785.1_ASM1678v1_genomic.fna.gz
Psychrobacter_sp_PRwf_1	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/885/GCF_000016885.1_ASM1688v1/GCF_000016885.1_ASM1688v1_genomic.fna.gz
Alkaliphilus_metalliredigens	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/016/985/GCF_000016985.1_ASM1698v1/GCF_000016985.1_ASM1698v1_genomic.fna.gz
Methanococcus_vannielii	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/165/GCF_000017165.1_ASM1716v1/GCF_000017165.1_ASM1716v1_genomic.fna.gz
Methanococcus_aeolicus	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/185/GCF_000017185.1_ASM1718v1/GCF_000017185.1_ASM1718v1_genomic.fna.gz
Phenylobacterium_zucineum	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/265/GCF_000017265.1_ASM1726v1/GCF_000017265.1_ASM1726v1_genomic.fna.gz
Marinomonas_sp_MWYL1	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/285/GCF_000017285.1_ASM1728v1/GCF_000017285.1_ASM1728v1_genomic.fna.gz
Kineococcus_radiotolerans	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/305/GCF_000017305.1_ASM1730v1/GCF_000017305.1_ASM1730v1_genomic.fna.gz
Anaeromyxobacter_sp_Fw109_5	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/505/GCF_000017505.1_ASM1750v1/GCF_000017505.1_ASM1750v1_genomic.fna.gz
Fervidobacterium_nodosum	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/545/GCF_000017545.1_ASM1754v1/GCF_000017545.1_ASM1754v1_genomic.fna.gz
Parvibaculum_lavamentivorans	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/565/GCF_000017565.1_ASM1756v1/GCF_000017565.1_ASM1756v1_genomic.fna.gz
Methanoregula_boonei	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/625/GCF_000017625.1_ASM1762v1/GCF_000017625.1_ASM1762v1_genomic.fna.gz
Roseiflexus_castenholzii	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/805/GCF_000017805.1_ASM1780v1/GCF_000017805.1_ASM1780v1_genomic.fna.gz
Crocosphaera_subtropica	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/845/GCF_000017845.1_ASM1784v1/GCF_000017845.1_ASM1784v1_genomic.fna.gz
Pseudothermotoga_lettingae	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/865/GCF_000017865.1_ASM1786v1/GCF_000017865.1_ASM1786v1_genomic.fna.gz
Ignicoccus_hospitalis	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/945/GCF_000017945.1_ASM1794v1/GCF_000017945.1_ASM1794v1_genomic.fna.gz
Frankia_sp_EAN1pec	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/005/GCF_000018005.1_ASM1800v1/GCF_000018005.1_ASM1800v1_genomic.fna.gz
Shewanella_sediminis	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/025/GCF_000018025.1_ASM1802v1/GCF_000018025.1_ASM1802v1_genomic.fna.gz
Acaryochloris_marina	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/105/GCF_000018105.1_ASM1810v1/GCF_000018105.1_ASM1810v1_genomic.fna.gz
Dinoroseobacter_shibae	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/145/GCF_000018145.1_ASM1814v1/GCF_000018145.1_ASM1814v1_genomic.fna.gz
Rickettsia_akari	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/205/GCF_000018205.1_ASM1820v1/GCF_000018205.1_ASM1820v1_genomic.fna.gz
Shewanella_pealeana	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/285/GCF_000018285.1_ASM1828v1/GCF_000018285.1_ASM1828v1_genomic.fna.gz
Caldivirga_maquilingensis	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/305/GCF_000018305.1_ASM1830v1/GCF_000018305.1_ASM1830v1_genomic.fna.gz
Alkaliphilus_oremlandii	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/325/GCF_000018325.1_ASM1832v1/GCF_000018325.1_ASM1832v1_genomic.fna.gz
Thermococcus_onnurineus	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/365/GCF_000018365.1_ASM1836v1/GCF_000018365.1_ASM1836v1_genomic.fna.gz
Desulfococcus_oleovorans	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/405/GCF_000018405.1_ASM1840v1/GCF_000018405.1_ASM1840v1_genomic.fna.gz
Candidatus_Desulforudis_audaxviator	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/425/GCF_000018425.1_ASM1842v1/GCF_000018425.1_ASM1842v1_genomic.fna.gz
Nitrosopumilus_maritimus	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/465/GCF_000018465.1_ASM1846v1/GCF_000018465.1_ASM1846v1_genomic.fna.gz
Petrotoga_mobilis	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/605/GCF_000018605.1_ASM1860v1/GCF_000018605.1_ASM1860v1_genomic.fna.gz
Hemiselmis_andersenii	na	Chromosome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/645/GCF_000018645.1_ASM1864v1/GCF_000018645.1_ASM1864v1_genomic.fna.gz
Chloroflexus_aurantiacus	reference genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/865/GCF_000018865.1_ASM1886v1/GCF_000018865.1_ASM1886v1_genomic.fna.gz
Thermotoga_neapolitana	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/018/945/GCF_000018945.1_ASM1894v1/GCF_000018945.1_ASM1894v1_genomic.fna.gz
Thermoanaerobacter_sp_X514	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/065/GCF_000019065.1_ASM1906v1/GCF_000019065.1_ASM1906v1_genomic.fna.gz
Thermoanaerobacter_pseudethanolicus	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/085/GCF_000019085.1_ASM1908v1/GCF_000019085.1_ASM1908v1_genomic.fna.gz
Caulobacter_sp_K31	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/145/GCF_000019145.1_ASM1914v1/GCF_000019145.1_ASM1914v1_genomic.fna.gz
Heliobacterium_modesticaldum	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/165/GCF_000019165.1_ASM1916v1/GCF_000019165.1_ASM1916v1_genomic.fna.gz
Lactobacillus_paracasei	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/245/GCF_000019245.4_ASM1924v3/GCF_000019245.4_ASM1924v3_genomic.fna.gz
Methylobacterium_sp_4_46	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/365/GCF_000019365.1_ASM1936v1/GCF_000019365.1_ASM1936v1_genomic.fna.gz
Synechococcus_sp_PCC_7002	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/485/GCF_000019485.1_ASM1948v1/GCF_000019485.1_ASM1948v1_genomic.fna.gz
Shewanella_woodyi	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/525/GCF_000019525.1_ASM1952v1/GCF_000019525.1_ASM1952v1_genomic.fna.gz
Klebsiella_variicola	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/565/GCF_000019565.1_ASM1956v1/GCF_000019565.1_ASM1956v1_genomic.fna.gz
Thermotoga_sp_RQ2	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/625/GCF_000019625.1_ASM1962v1/GCF_000019625.1_ASM1962v1_genomic.fna.gz
Methylacidiphilum_infernorum	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/665/GCF_000019665.1_ASM1966v1/GCF_000019665.1_ASM1966v1_genomic.fna.gz
Borrelia_duttonii	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/685/GCF_000019685.1_ASM1968v1/GCF_000019685.1_ASM1968v1_genomic.fna.gz
Borrelia_recurrentis	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/705/GCF_000019705.1_ASM1970v1/GCF_000019705.1_ASM1970v1_genomic.fna.gz
Leptothrix_cholodnii	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/785/GCF_000019785.1_ASM1978v1/GCF_000019785.1_ASM1978v1_genomic.fna.gz
Pyrobaculum_neutrophilum	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/805/GCF_000019805.1_ASM1980v1/GCF_000019805.1_ASM1980v1_genomic.fna.gz
Beijerinckia_indica	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/845/GCF_000019845.1_ASM1984v1/GCF_000019845.1_ASM1984v1_genomic.fna.gz
Exiguobacterium_sibiricum	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/905/GCF_000019905.1_ASM1990v1/GCF_000019905.1_ASM1990v1_genomic.fna.gz
Opitutus_terrae	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/019/965/GCF_000019965.1_ASM1996v1/GCF_000019965.1_ASM1996v1_genomic.fna.gz
Natranaerobius_thermophilus	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/005/GCF_000020005.1_ASM2000v1/GCF_000020005.1_ASM2000v1_genomic.fna.gz
Nostoc_punctiforme	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/025/GCF_000020025.1_ASM2002v1/GCF_000020025.1_ASM2002v1_genomic.fna.gz
Paraburkholderia_phymatum	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/045/GCF_000020045.1_ASM2004v1/GCF_000020045.1_ASM2004v1_genomic.fna.gz
Paraburkholderia_phytofirmans	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/125/GCF_000020125.1_ASM2012v1/GCF_000020125.1_ASM2012v1_genomic.fna.gz
[Eubacterium]_minutum	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/145/GCF_000020145.1_ASM2014v1/GCF_000020145.1_ASM2014v1_genomic.fna.gz
Sulfurihydrogenibium_sp_YO3AOP1	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/325/GCF_000020325.1_ASM2032v1/GCF_000020325.1_ASM2032v1_genomic.fna.gz
Desulfobacterium_autotrophicum	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/365/GCF_000020365.1_ASM2036v1/GCF_000020365.1_ASM2036v1_genomic.fna.gz
Geobacter_lovleyi	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/385/GCF_000020385.1_ASM2038v1/GCF_000020385.1_ASM2038v1_genomic.fna.gz
Halothermothrix_orenii	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/485/GCF_000020485.1_ASM2048v1/GCF_000020485.1_ASM2048v1_genomic.fna.gz
Chlorobaculum_parvum	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/505/GCF_000020505.1_ASM2050v1/GCF_000020505.1_ASM2050v1_genomic.fna.gz
Chloroherpeton_thalassium	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/525/GCF_000020525.1_ASM2052v1/GCF_000020525.1_ASM2052v1_genomic.fna.gz
Candidatus_Amoebophilus_asiaticus	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/565/GCF_000020565.1_ASM2056v1/GCF_000020565.1_ASM2056v1_genomic.fna.gz
Prosthecochloris_aestuarii	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/625/GCF_000020625.1_ASM2062v1/GCF_000020625.1_ASM2062v1_genomic.fna.gz
Pelodictyon_phaeoclathratiforme	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/645/GCF_000020645.1_ASM2064v1/GCF_000020645.1_ASM2064v1_genomic.fna.gz
Deinococcus_deserti	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/685/GCF_000020685.1_ASM2068v1/GCF_000020685.1_ASM2068v1_genomic.fna.gz
Geobacter_bemidjiensis	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/725/GCF_000020725.1_ASM2072v1/GCF_000020725.1_ASM2072v1_genomic.fna.gz
Hydrogenobaculum_sp_Y04AAS1	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/785/GCF_000020785.1_ASM2078v1/GCF_000020785.1_ASM2078v1_genomic.fna.gz
Anaeromyxobacter_sp_K	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/805/GCF_000020805.1_ASM2080v1/GCF_000020805.1_ASM2080v1_genomic.fna.gz
Desulfurococcus_amylolyticus	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/905/GCF_000020905.1_ASM2090v1/GCF_000020905.1_ASM2090v1_genomic.fna.gz
Thermodesulfovibrio_yellowstonii	reference genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/985/GCF_000020985.1_ASM2098v1/GCF_000020985.1_ASM2098v1_genomic.fna.gz
Thermosipho_africanus	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/285/GCF_000021285.1_ASM2128v1/GCF_000021285.1_ASM2128v1_genomic.fna.gz
Oligotropha_carboxidovorans	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/218/565/GCF_000218565.1_ASM21856v1/GCF_000218565.1_ASM21856v1_genomic.fna.gz
Rickettsia_peacockii	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/525/GCF_000021525.1_ASM2152v1/GCF_000021525.1_ASM2152v1_genomic.fna.gz
Sulfurihydrogenibium_azorense	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/545/GCF_000021545.1_ASM2154v1/GCF_000021545.1_ASM2154v1_genomic.fna.gz
Persephonella_marina	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/565/GCF_000021565.1_ASM2156v1/GCF_000021565.1_ASM2156v1_genomic.fna.gz
Dictyoglomus_turgidum	reference genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/645/GCF_000021645.1_ASM2164v1/GCF_000021645.1_ASM2164v1_genomic.fna.gz
Thermomicrobium_roseum	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/685/GCF_000021685.1_ASM2168v1/GCF_000021685.1_ASM2168v1_genomic.fna.gz
Nautilia_profundicola	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/725/GCF_000021725.1_ASM2172v1/GCF_000021725.1_ASM2172v1_genomic.fna.gz
Thauera_sp_MZ1T	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/765/GCF_000021765.1_ASM2176v1/GCF_000021765.1_ASM2176v1_genomic.fna.gz
Rippkaea_orientalis	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/805/GCF_000021805.1_ASM2180v1/GCF_000021805.1_ASM2180v1_genomic.fna.gz
Gloeothece_citriformis	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/825/GCF_000021825.1_ASM2182v1/GCF_000021825.1_ASM2182v1_genomic.fna.gz
Desulfatibacillum_aliphaticivorans	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/905/GCF_000021905.1_ASM2190v1/GCF_000021905.1_ASM2190v1_genomic.fna.gz
Chloroflexus_aggregans	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/945/GCF_000021945.1_ASM2194v1/GCF_000021945.1_ASM2194v1_genomic.fna.gz
Methanosphaerula_palustris	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/965/GCF_000021965.1_ASM2196v1/GCF_000021965.1_ASM2196v1_genomic.fna.gz
Cyanothece_sp_PCC_7425	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/045/GCF_000022045.1_ASM2204v1/GCF_000022045.1_ASM2204v1_genomic.fna.gz
Ruminiclostridium_cellulolyticum	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/065/GCF_000022065.1_ASM2206v1/GCF_000022065.1_ASM2206v1_genomic.fna.gz
Methylobacterium_nodulans	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/085/GCF_000022085.1_ASM2208v1/GCF_000022085.1_ASM2208v1_genomic.fna.gz
Geobacter_daltonii	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/265/GCF_000022265.1_ASM2226v1/GCF_000022265.1_ASM2226v1_genomic.fna.gz
Wolbachia_sp_wRi	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/285/GCF_000022285.1_ASM2228v1/GCF_000022285.1_ASM2228v1_genomic.fna.gz
Acidovorax_ebreus	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/305/GCF_000022305.1_ASM2230v1/GCF_000022305.1_ASM2230v1_genomic.fna.gz
Thermococcus_gammatolerans	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/365/GCF_000022365.1_ASM2236v1/GCF_000022365.1_ASM2236v1_genomic.fna.gz
Sulfolobus_islandicus	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/385/GCF_000022385.1_ASM2238v1/GCF_000022385.1_ASM2238v1_genomic.fna.gz
Neorickettsia_risticii	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/525/GCF_000022525.1_ASM2252v1/GCF_000022525.1_ASM2252v1_genomic.fna.gz
Thermococcus_sibiricus	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/545/GCF_000022545.1_ASM2254v1/GCF_000022545.1_ASM2254v1_genomic.fna.gz
Acidobacterium_capsulatum	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/565/GCF_000022565.1_ASM2256v1/GCF_000022565.1_ASM2256v1_genomic.fna.gz
Blattabacterium_sp_(Blattella_germanica)	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/605/GCF_000022605.2_ASM2260v1/GCF_000022605.2_ASM2260v1_genomic.fna.gz
Brucella_microti	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/745/GCF_000022745.1_ASM2274v1/GCF_000022745.1_ASM2274v1_genomic.fna.gz
Rickettsia_africae	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/005/GCF_000023005.1_ASM2300v1/GCF_000023005.1_ASM2300v1_genomic.fna.gz
Exiguobacterium_sp_AT1b	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/045/GCF_000023045.1_ASM2304v1/GCF_000023045.1_ASM2304v1_genomic.fna.gz
Tolumonas_auensis	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/065/GCF_000023065.1_ASM2306v1/GCF_000023065.1_ASM2306v1_genomic.fna.gz
Beutenbergia_cavernae	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/105/GCF_000023105.1_ASM2310v1/GCF_000023105.1_ASM2310v1_genomic.fna.gz
Dyadobacter_fermentans	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/125/GCF_000023125.1_ASM2312v1/GCF_000023125.1_ASM2312v1_genomic.fna.gz
Desulfomicrobium_baculatum	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/225/GCF_000023225.1_ASM2322v1/GCF_000023225.1_ASM2322v1_genomic.fna.gz
Actinosynnema_mirum	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/245/GCF_000023245.1_ASM2324v1/GCF_000023245.1_ASM2324v1_genomic.fna.gz
Acidimicrobium_ferrooxidans	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/265/GCF_000023265.1_ASM2326v1/GCF_000023265.1_ASM2326v1_genomic.fna.gz
Kosmotoga_olearia	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/325/GCF_000023325.1_ASM2332v1/GCF_000023325.1_ASM2332v1_genomic.fna.gz
Geobacillus_sp_WCH70	na	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/385/GCF_000023385.1_ASM2338v1/GCF_000023385.1_ASM2338v1_genomic.fna.gz
Brachybacterium_faecium	reference genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/405/GCF_000023405.1_ASM2340v1/GCF_000023405.1_ASM2340v1_genomic.fna.gz
Desulfovibrio_salexigens	representative genome	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/445/GCF_000023445.1_ASM2344v1/GCF_000023445.1_ASM2344v1_genomic.fna.gz
